Genes,Day5,Day7,Day14,Day21,Day28,Day35,Day42,Day49,Day56,Day63,Day70
FBgn0032511,121.33103,100.63659,83.66166,87.61339,71.90293,71.25116,66.34231,61.5125,63.46669,57.73904,55.75818
FBgn0032536,30.29609,30.57559,29.94325,33.38082,32.98769,31.94919,41.78465,48.35178,40.83993,46.22488,50.68137
FBgn0032538,4.606773,2.915227,1.865945,1.16102,1.298566,1.366934,0.961816,0.987116,0.955513,0.848885,0.899449
FBgn0032587,39.28004,40.62624,47.19183,45.06099,57.17702,58.32935,63.42693,58.08032,58.15839,65.51266,80.36293
FBgn0032601,12.927621,10.8168,9.353583,9.362693,10.944802,11.192665,14.574535,15.640382,14.867416,16.893044,19.113228
FBgn0032602,6.789961,2.656816,1.776154,1.415486,2.826603,3.73098,4.711845,4.416367,3.048791,5.568028,5.08115
FBgn0032603,63.13209,60.27851,60.42882,59.39258,48.87185,52.78576,47.66761,54.23444,46.46541,45.57609,47.83151
FBgn0032613,13.07901,12.4917,11.61898,14.77945,13.70014,14.78775,15.46431,17.74067,15.19467,18.40982,19.74231
FBgn0032614,68.73192,69.86049,72.38865,64.60516,63.8887,65.97534,56.92309,54.87724,46.00792,49.8077,51.43693
FBgn0032638,15.845402,13.666154,5.944347,25.75601,16.114546,51.23647,112.212321,147.246395,199.553051,167.395805,194.628648
FBgn0032639,2.427704,2.598027,2.031535,3.710594,4.034406,6.501529,13.126572,15.062468,18.048832,17.82967,19.551103
FBgn0032644,20.45139,15.7952,15.85005,14.88325,12.49381,13.97164,13.42953,13.40058,13.24895,13.17345,13.0902
FBgn0032651,7.038891,6.356705,6.028046,6.275491,5.332383,5.154073,5.224951,4.71066,4.587731,4.134718,4.937728
FBgn0032663,0.319524,0.15904,0.231724,0.140486,0.202271,0.302563,0.260562,0.475507,0.496183,0.584285,0.770483
FBgn0032666,148.889,150.7958,158.4972,151.954,150.4063,152.2964,127.1388,128.9586,110.5499,107.3042,115.4944
FBgn0032668,1.919523,1.91625,1.693623,1.71401,2.210346,1.982898,2.187798,2.194097,2.384883,3.053938,3.136459
FBgn0032684,44.01434,36.34832,35.73629,35.62837,31.07991,33.46,29.75541,34.25131,27.86229,30.36043,32.29033
FBgn0032690,35.69661,36.73119,42.16387,39.5076,38.46138,38.64753,36.50687,33.86664,33.37077,33.19658,36.07341
FBgn0032699,60.32263,57.44566,66.44092,69.51409,67.85952,63.25346,73.77541,75.16638,77.62028,83.9895,122.53579
FBgn0032702,34.791,36.90537,41.49862,39.87432,42.66183,47.16051,42.73999,41.03749,39.8203,43.20294,49.86342
FBgn0032713,46.72072,42.31188,33.12288,31.2834,26.17812,26.92312,23.68173,24.45755,21.65383,22.35532,20.73263
FBgn0032715,126.84404,95.13168,96.37136,94.66498,63.64016,58.06122,53.75975,52.99341,55.10287,50.97359,46.76658
FBgn0032726,66.23722,39.70412,37.36111,38.32142,31.78295,45.86205,49.31183,60.76849,70.89897,57.46534,54.74429
FBgn0032727,59.26628,46.49265,47.72638,48.28741,39.13905,37.64939,38.07398,34.13566,34.46725,31.04494,29.34031
FBgn0032731,38.95612,40.86354,44.04549,41.81681,43.02517,49.14083,45.26245,44.99028,41.95137,45.65342,53.72296
FBgn0032733,9.813569,9.488694,11.828419,12.813974,9.555047,7.56843,8.111206,5.8713,4.817384,4.838643,4.469147
FBgn0032734,5.075067,5.068463,6.451363,5.142602,6.423658,5.151684,4.771262,4.029873,3.479605,3.113819,3.324595
FBgn0032741,16.041533,13.983128,16.855654,14.937019,15.063992,14.647393,12.617147,11.008611,12.830083,9.626147,10.666002
FBgn0032744,26.53907,25.82086,23.88772,24.54931,22.62601,21.81488,21.48257,20.55508,19.20406,17.88018,19.06762
FBgn0032746,44.1512,45.00364,44.53338,47.62856,37.84445,38.69407,38.31264,35.56473,36.52509,33.17055,34.12995
FBgn0032753,10.867319,11.097671,8.064027,8.291636,7.690187,7.326949,8.77714,8.599883,8.422626,7.351724,8.457831
FBgn0032775,89.66121,88.94757,91.68024,97.85012,79.02056,74.70177,69.02595,64.0306,59.99906,58.08482,59.94169
FBgn0032779,47.06374,48.33376,53.06171,49.66489,42.36321,40.88586,38.18206,36.2134,32.01406,31.59166,31.53117
FBgn0032783,157.6866,159.73928,157.97511,149.47087,135.11831,137.97348,115.75466,109.65357,102.04009,96.68853,95.37705
FBgn0032785,18.77519,22.01649,23.34632,19.87513,18.0684,17.65521,16.13944,17.08121,14.89215,13.05418,13.56231
FBgn0032789,110.15035,80.72791,110.93099,88.83969,89.33899,69.32076,58.63139,30.2503,25.57494,26.73567,20.72358
FBgn0032790,12.329954,13.370682,12.089687,13.039239,11.226022,10.640663,11.347705,9.320618,9.581271,9.790918,9.414713
FBgn0032797,153.24742,153.65799,139.70892,119.44769,130.04772,122.26336,85.60193,69.67486,85.59055,68.36111,73.99245
FBgn0032801,35.58275,33.05017,29.27838,31.14568,24.76177,22.58901,22.49655,22.52959,22.65441,23.07131,20.47472
FBgn0032803,3.315713,2.383141,1.659334,1.809132,1.495577,2.029952,1.842068,2.232316,2.32967,2.127314,1.861956
FBgn0032809,0.498237,1.454835,1.274732,1.555804,1.71181,0.657472,0.584561,0.479457,0.410666,0.169094,0.378118
FBgn0032810,22.06413,24.08043,20.2295,24.79696,22.37502,24.71722,32.47642,37.1561,38.87797,39.0028,37.02703
FBgn0032820,131.46776,101.2675,90.38005,90.16169,69.10603,76.41963,73.91624,85.6465,90.14862,100.27974,82.67016
FBgn0032833,488.3391,379.1649,294.7986,292.9004,241.7762,233.2005,208.5175,204.5309,204.6454,192.3764,168.0574
FBgn0032836,263.7018,257.8022,262.5616,264.5625,230.7329,262.8453,228.4116,235.9518,221.4451,223.1016,203.8922
FBgn0032856,1.912915,1.132666,1.402363,0.958921,1.517287,1.422284,1.334703,1.239683,1.411693,0.999436,1.107617
FBgn0032857,66.59756,61.14122,44.25054,42.72487,39.8133,34.50074,37.43093,31.6149,32.31404,29.18492,28.57553
FBgn0032870,42.73772,39.56791,40.60779,35.12983,33.97944,33.25857,33.48147,31.40989,30.84545,32.71933,31.62911
FBgn0032881,33.46834,27.56954,26.32622,27.27251,22.42333,21.05735,22.92653,22.16454,21.46782,22.56273,20.2857
FBgn0032888,3.470661,2.921395,2.703381,2.618168,2.290558,2.021333,1.576046,1.504804,1.413368,1.366907,1.446303
FBgn0032895,6.545804,6.594959,6.761561,6.117061,6.248928,6.793295,5.366941,4.701746,4.485265,3.482331,3.962973
FBgn0032899,18.79137,17.45548,16.60987,17.26109,17.13795,22.36131,23.47022,23.25587,23.89169,26.97869,27.75383
FBgn0032900,14.71951,11.95251,12.71345,14.90344,16.45406,16.36824,19.49174,20.89351,21.02549,20.30883,22.02068
FBgn0032922,12.618775,9.993505,10.115227,9.642674,8.033673,7.725306,8.089791,8.261589,8.223281,7.055056,7.474674
FBgn0032923,40.84059,46.78765,49.87439,51.83067,45.2339,47.26899,47.05888,44.05204,42.58656,43.19184,44.38358
FBgn0032943,38.86702,40.35471,43.43502,39.08833,41.01096,42.09175,35.76989,33.07075,31.59112,29.71125,33.4242
FBgn0032945,82.59799,79.71482,74.47896,98.37902,84.57581,94.26666,99.19771,121.99933,131.96827,166.94626,149.90906
FBgn0032981,5.645767,5.7327,6.014991,6.51568,5.539084,4.673602,4.657668,3.681844,3.302915,2.974846,3.34504
FBgn0032986,84.7591,83.57177,87.11804,83.03499,87.93435,84.36167,80.99584,73.68116,69.87216,68.13635,81.03329
FBgn0033027,102.091354,57.646049,31.189507,18.334717,17.119195,19.828415,14.79501,13.66954,9.433358,8.773863,9.39303
FBgn0033033,31.94775,28.22621,28.15186,26.49567,30.90745,32.37608,35.10227,37.9629,36.19388,39.62711,43.9535
FBgn0033043,1.344161,0.872069,1.070649,1.041759,1.047152,1.104313,0.810298,0.64618,0.892151,0.6594,0.688487
FBgn0033047,16.74127,14.16353,15.54558,22.70351,18.67422,16.96531,16.21394,17.57139,13.17162,13.59458,14.3048
FBgn0033048,24.71733,28.31989,28.92953,31.71924,24.106,18.14814,17.03399,15.55538,13.675,12.59642,11.35245
FBgn0033051,7.374415,8.763389,11.336208,10.463573,12.615433,13.906593,13.703834,12.074722,10.759392,13.002873,13.954616
FBgn0033054,39.59557,31.85838,27.13917,23.76737,24.79757,24.77577,22.45153,21.83114,21.03103,19.34837,22.36167
FBgn0033065,419.4608,547.287,473.9392,526.4671,381.7977,415.7244,380.3196,398.1323,327.4263,353.8504,387.1999
FBgn0033067,22.238544,21.056993,22.753234,17.578228,11.138676,10.208652,12.325691,10.286261,9.015868,7.304274,7.426493
FBgn0033081,26.02971,31.25099,34.84923,32.51287,31.08691,34.42708,33.43369,35.12378,42.652,40.97156,44.23501
FBgn0033097,6.413607,4.314572,3.166808,3.428165,2.571961,2.254705,1.736096,1.886864,1.502755,1.311904,1.161215
FBgn0033100,33.27262,27.88458,26.83677,27.29084,22.16018,23.72183,24.11057,21.57247,21.98538,20.2039,20.61697
FBgn0033101,91.90412,84.78634,81.60346,83.96489,65.72034,63.0251,61.95222,60.61442,56.75891,53.16628,48.06134
FBgn0033110,4.238955,3.365615,3.020099,2.906835,3.102689,3.068202,3.21543,2.813362,3.23904,3.40115,3.737486
FBgn0033112,209.4002,257.4905,250.8737,221.2567,176.0772,181.9985,193.719,227.7682,173.7571,238.7567,266.0014
FBgn0033124,23.4283,20.62346,24.37793,27.50555,21.59266,18.57228,18.49873,16.02976,13.74132,15.61738,14.87596
FBgn0033129,8.205399,6.475594,5.485727,7.634602,7.82471,8.317455,8.932561,8.249668,8.139618,8.739836,10.991717
FBgn0033130,26.54096,25.47839,23.34152,29.57007,31.26474,31.22672,37.87951,37.35798,35.56722,40.75831,42.74063
FBgn0033131,1.695019,1.553662,1.037836,1.163046,0.864834,0.987471,0.985742,0.738885,0.860677,0.715107,0.786686
FBgn0033132,103.43998,89.56817,63.53623,67.32141,54.16351,51.79399,55.77086,52.95515,59.73132,47.3636,39.99661
FBgn0033134,37.9169,32.55982,32.76641,37.41856,36.78098,38.29506,44.1759,46.59194,50.20799,56.18332,54.99323
FBgn0033153,8.47229,8.708947,10.532376,11.126763,14.185881,15.403142,16.817105,15.297088,16.136998,17.615789,21.883788
FBgn0033160,81.91492,69.47501,60.77663,66.55617,61.00681,60.98896,60.24852,58.8664,56.88225,55.89726,56.58908
FBgn0033170,19.32846,16.02712,13.50484,12.11303,10.078,11.12342,13.05054,16.24911,17.40588,20.66277,19.10679
FBgn0033188,137.5037,140.909,142.5421,134.5356,135.8305,150.1507,128.6208,122.9263,104.7407,112.5984,122.7923
FBgn0033191,47.90225,43.84906,40.86425,43.24965,36.50754,35.6649,37.69891,36.0429,37.65683,35.10516,35.53481
FBgn0033203,13.86098,12.111581,9.753488,8.621822,7.574643,6.238709,5.031535,5.912694,7.719161,5.876583,7.842058
FBgn0033204,28.24607,24.62405,21.27298,19.86349,15.11279,13.75789,14.71246,13.31731,12.4756,10.61173,11.75685
FBgn0033205,24.41837,23.5963,27.96238,28.07183,26.63706,25.27105,25.38208,24.01394,26.50839,31.33216,30.776
FBgn0033207,0.395681,0.390538,0.214466,0.342485,0.418306,0.534823,0.736095,0.925252,1.194828,1.526851,1.805283
FBgn0033212,91.31959,95.03825,110.68419,105.82912,110.50985,115.68466,111.65626,104.89208,103.61033,110.47476,125.61384
FBgn0033214,25.81497,28.07921,28.37473,28.94666,23.09144,22.74204,20.00556,20.45841,19.48928,18.52743,17.81645
FBgn0033215,9.080771,20.671764,12.807083,12.202734,7.579712,5.678636,4.100151,3.950274,3.518091,3.122521,3.226327
FBgn0033216,15.663166,17.741237,14.688955,15.669564,11.680561,9.331321,6.454131,5.433598,4.195453,3.056445,3.375758
FBgn0033226,139.99811,133.03435,116.94283,123.179,101.15903,101.3549,102.23278,96.07945,93.25012,99.44908,97.42998
FBgn0033246,1451.1944,1158.0482,1100.5925,1042.4225,927.9397,960.5389,882.9769,1039.6205,1026.1248,1115.8354,1066.5896
FBgn0033249,16.9251,17.20601,14.18833,14.97931,14.89899,14.51902,14.0356,12.90347,12.14647,10.187,10.78923
FBgn0033250,204.7462,212.0801,209.9259,230.4478,260.863,294.1578,278.9693,287.7571,287.7643,302.2046,310.0379
FBgn0033257,4.326682,4.584013,4.422694,4.151937,3.746327,3.45661,3.390607,2.791488,3.018789,2.846946,2.946598
FBgn0033274,58.22501,58.75557,49.41737,52.57363,49.23975,40.27355,41.07275,33.60877,35.50682,25.55643,28.47821
FBgn0033289,13.585177,10.288113,7.356593,7.663944,6.497823,8.071715,10.465154,13.555296,14.411722,14.982235,16.601373
FBgn0033292,19.100663,18.587132,21.560697,20.309521,15.095226,10.567291,11.409665,8.891791,8.837386,7.052143,7.406162
FBgn0033294,48.71936,25.41013,27.61871,26.33863,20.0515,24.51637,27.60169,41.63491,59.23484,61.66902,74.44179
FBgn0033296,154.39194,75.98462,81.29231,121.85538,100.46356,148.29426,126.04005,189.62756,235.2055,261.57776,268.50137
FBgn0033297,75.14446,44.19373,58.62025,69.071,58.86318,84.16708,74.77714,95.11603,116.41983,121.51622,141.99202
FBgn0033301,15.45782,13.73847,22.26038,21.50101,22.49711,21.18227,24.36523,23.35267,21.09612,32.33552,32.08656
FBgn0033304,28.82165,27.05979,27.9999,33.24562,28.74442,29.2078,32.53575,39.12697,41.33582,47.29213,43.21098
FBgn0033316,52.8284,43.52927,44.20189,42.56459,40.14355,40.35821,41.03202,37.88582,39.59008,36.55424,38.91546
FBgn0033347,6.642822,6.268527,5.776066,5.202311,5.200999,5.254075,4.431513,5.268003,4.630105,5.057926,5.639778
FBgn0033353,0.880993,0.832289,0.743195,1.05073,0.897594,1.527943,2.017567,2.838366,2.614606,5.353242,3.861249
FBgn0033354,15.06854,17.91302,21.42695,18.6838,19.27688,19.78254,16.95674,13.21702,13.33281,13.95171,15.16095
FBgn0033358,11.431896,10.45638,10.713765,10.070094,13.971283,11.779658,9.365698,7.375886,8.179327,6.547446,6.322479
FBgn0033366,105.55401,65.88959,57.47809,61.23485,43.79824,47.84685,47.95905,60.78484,59.13082,72.47282,60.05837
FBgn0033367,40.799782,27.542429,20.012323,17.143755,11.023739,9.890608,7.239105,9.008975,12.904787,13.471971,10.953203
FBgn0033376,39.35133,33.12203,32.19929,32.70239,31.48451,31.52378,29.86362,29.50428,28.27934,28.92831,29.75258
FBgn0033381,44.3976,23.31876,21.53172,20.30967,15.23883,16.51393,17.37538,15.14832,16.67309,17.2372,15.91255
FBgn0033388,2.530404,1.812863,1.517787,2.376948,2.114565,2.853115,3.065811,3.484923,4.519228,4.514363,4.869922
FBgn0033391,1.138534,1.454999,1.483644,1.497696,1.289593,1.195338,1.018197,1.021666,0.697432,0.608902,0.883995
FBgn0033412,0.521783,0.137215,0.154436,0.19742,0.387598,0.311573,0.326588,0.487024,0.693683,0.719035,1.1482
FBgn0033443,20.02182,21.09585,25.7642,23.92806,20.845,17.70014,18.08243,15.03634,14.19841,14.45155,13.14116
FBgn0033450,7.190411,6.294215,7.274801,6.663687,6.766663,6.636229,5.830958,5.79884,5.998553,5.034954,5.235536
FBgn0033463,106.52631,110.39042,119.37832,108.2763,119.87395,123.57274,109.63542,98.03316,92.49755,91.05186,100.78355
FBgn0033464,29.32968,22.59883,19.10597,19.92062,15.73422,14.00945,14.38818,15.62127,14.04978,16.39636,13.11985
FBgn0033465,149.67731,142.30682,131.88488,140.84897,115.02461,115.87984,111.51426,112.35066,104.84317,110.52933,95.65304
FBgn0033485,41.31437,33.19069,33.45155,31.27562,30.47642,29.9025,29.92443,26.65142,26.92582,27.17454,25.9735
FBgn0033518,23.99876,21.14656,17.46378,21.14343,17.25643,16.91172,18.50639,16.61207,17.5972,19.42169,18.57265
FBgn0033521,8.681654,7.9502,6.579465,7.987234,6.29714,6.571632,7.27781,6.377712,7.117045,7.584289,7.101898
FBgn0033523,18.30554,20.58259,19.94203,20.32894,18.72131,19.22435,17.22412,16.06651,15.32005,14.48938,14.82359
FBgn0033538,35.73009,32.00849,33.32073,29.26915,30.32762,31.71164,24.94163,25.37066,23.34839,22.53179,26.16352
FBgn0033540,22.45789,22.23591,21.43636,22.45616,22.28706,20.39541,21.39806,18.97447,18.66625,19.01609,19.36892
FBgn0033550,12.83674,14.71633,14.93438,14.98823,14.83204,14.55243,14.09413,12.35735,12.07477,12.26539,13.8163
FBgn0033558,12.619582,12.110222,11.051113,9.446476,10.179558,9.671776,8.57363,8.75292,7.643519,7.426365,8.146313
FBgn0033564,37.1506,36.51001,33.89256,36.12181,31.32102,29.98282,29.635,28.5859,26.58021,26.49823,28.13006
FBgn0033570,54.62594,52.869,45.67758,46.12333,38.67059,37.79645,34.86518,32.32977,32.69175,29.15784,28.15078
FBgn0033571,153.2827,160.3766,173.8242,146.6565,124.1751,124.6317,134.1418,156.317,116.4811,152.0055,175.4673
FBgn0033582,9.94124,9.43153,14.754428,15.457654,12.505496,11.514915,11.927298,9.571079,7.719193,9.28768,9.186473
FBgn0033593,13.8454,17.91198,14.72162,18.57212,23.73775,30.80763,41.2026,60.97982,63.15187,51.61878,48.83734
FBgn0033594,0.250575,0.271501,0.307271,0.212225,0.363661,0.347004,0.424485,0.493349,0.633053,0.465852,0.715768
FBgn0033602,10.395805,9.093769,6.765885,5.120726,4.729357,4.513376,4.038139,4.068569,4.126573,3.987254,4.116371
FBgn0033603,7.770307,5.382205,4.067242,6.204348,6.731517,4.969418,5.359558,4.626314,5.519366,4.525572,3.013463
FBgn0033605,9.377436,8.515686,8.153594,8.34971,6.94691,7.122218,7.521018,6.861278,7.249104,7.019458,7.618448
FBgn0033608,91.25688,62.30881,58.13314,59.57324,49.51627,51.20727,52.23279,47.12204,49.69706,45.32336,44.8286
FBgn0033631,156.18511,140.3953,146.67742,144.52682,129.18125,127.45632,119.31642,103.20969,97.66345,91.91279,91.46805
FBgn0033638,172.5394,161.2032,166.2047,150.1846,160.0387,156.643,139.5026,121.1116,119.0913,119.1844,130.9549
FBgn0033653,21.76606,20.65686,20.15331,19.98328,18.13793,18.98549,18.0112,17.95359,16.71013,17.33547,17.84704
FBgn0033654,13.864148,10.441951,9.75386,8.244944,9.962189,9.58606,8.45669,7.76399,7.446303,7.415143,7.40331
FBgn0033659,36.13291,36.5178,54.03018,45.61021,46.26238,40.81332,38.34586,27.68716,23.60018,31.6859,30.64018
FBgn0033665,36.08655,33.80242,35.474,36.70299,31.60849,31.87992,30.14376,30.16045,30.2018,31.56742,30.21434
FBgn0033696,36.45338,40.50847,39.71734,40.79264,43.80716,43.46147,48.37247,52.05706,51.39161,49.57321,61.49835
FBgn0033697,7.746734,8.993181,9.480223,10.089965,11.554317,11.872674,13.473619,14.544374,13.41957,13.465244,17.161258
FBgn0033702,11.601807,7.998777,7.762195,7.020553,6.310151,6.740872,6.961028,6.806652,6.155089,5.854249,5.687239
FBgn0033720,2.082387,1.313606,1.207357,0.970938,0.896839,0.949788,1.305178,2.485117,4.439161,5.385594,6.259044
FBgn0033723,28.002305,17.857175,16.906353,12.685452,8.599188,8.450543,6.269775,6.64592,9.372365,6.835508,6.850563
FBgn0033724,7.356705,7.277145,9.268048,11.609648,13.072459,15.329861,17.193809,16.851162,15.861901,22.003401,24.477229
FBgn0033728,42.862687,24.434574,18.075537,14.711039,12.074369,12.294603,8.73703,7.813473,7.801944,6.736249,5.476716
FBgn0033730,5.242287,2.934975,1.653584,1.549096,1.730686,1.59206,1.546143,1.900667,1.56267,1.101454,0.908898
FBgn0033733,324.4349,294.3619,300.1331,320.255,206.1219,188.1057,163.3635,143.279,144.2144,147.2807,170.5364
FBgn0033734,108.85375,87.95567,76.12103,76.93496,71.00993,64.08606,63.64647,56.70104,56.71823,52.47562,53.06008
FBgn0033742,9.686757,9.403665,8.119191,8.550553,7.977088,8.809696,10.504993,13.947519,14.557558,15.078542,15.337239
FBgn0033751,67.73551,59.03534,53.95822,57.57123,52.77829,52.85428,49.71442,46.75753,49.45492,47.3507,45.26926
FBgn0033760,49.25257,64.04218,67.74602,70.66443,54.69133,47.66337,45.65275,33.67376,25.96612,26.10584,24.71774
FBgn0033769,35.4118,28.39727,23.33327,23.18127,20.1694,19.08274,18.30997,16.99896,15.30625,16.19022,15.80547
FBgn0033774,5491.48863,4774.58452,4398.16606,3584.27965,1884.13598,1358.40916,930.97818,600.82285,318.40278,222.33695,91.67325
FBgn0033775,18.83122,14.3076,12.95163,16.38885,13.24168,15.94693,18.2534,20.73975,23.68839,25.65202,25.50029
FBgn0033777,58.29542,65.91272,69.29209,69.28096,62.87342,62.14128,60.25874,54.897,53.54812,54.25019,57.54187
FBgn0033782,26.04722,26.59054,31.21972,31.81704,24.54086,26.21417,19.09676,20.27262,16.71688,16.55435,12.46393
FBgn0033788,73.88622,99.40407,183.84982,198.13797,220.0584,219.78843,273.06654,234.1004,215.84448,243.11818,271.94794
FBgn0033789,15.93335,22.16693,50.04591,54.06917,72.29974,70.06126,104.74166,87.35149,89.11502,98.83809,115.79565
FBgn0033792,13.97448,14.94538,22.54448,32.10357,26.1116,21.25124,24.51339,15.57838,16.60498,10.00852,12.19469
FBgn0033807,34.404548,24.793215,17.123256,14.694639,15.216347,13.837109,10.9189,8.998591,8.61493,6.376886,7.151454
FBgn0033812,78.59981,60.64145,55.93503,59.49225,48.19031,50.17942,46.22427,47.32668,47.12146,45.35819,45.0354
FBgn0033830,1.892914,0.641881,0.393703,0.772765,0.500473,1.929839,4.435664,7.843492,13.353727,12.85155,17.295889
FBgn0033844,139.8423,146.1232,150.2404,141.2588,137.3001,143.3536,127.83,120.6841,110.0742,107.4178,116.7665
FBgn0033853,135.13288,153.86934,148.84804,141.2389,124.0185,113.4786,106.89088,98.43706,83.9457,84.24889,83.40092
FBgn0033866,0.835363,0.580814,0.393979,0.18656,0.496834,0.424183,0.353706,0.317398,0.678008,0.53581,0.619751
FBgn0033872,158.73162,124.56267,131.25483,84.67861,110.92853,96.17201,64.4556,53.81764,50.43441,43.12732,57.92515
FBgn0033875,140.9216,132.8933,149.572,152.0662,209.7969,233.8887,282.6032,281.7139,267.7755,339.3144,372.3208
FBgn0033876,66.53425,60.47621,65.81795,49.21375,57.84315,53.72194,36.99431,32.70922,29.62175,28.70999,36.37226
FBgn0033883,63.50792,51.89198,43.32792,46.41436,38.67924,37.52253,36.73846,35.54286,39.50044,36.7071,34.6834
FBgn0033887,7.244827,6.333252,6.384137,5.422064,5.669923,5.187753,5.66615,4.831657,4.932778,3.900723,3.732484
